	glucose	time_diff
2020-07-18 10:28:20		
2020-07-18 10:33:20		
2020-07-18 10:38:20		
2020-07-18 10:43:20		
2020-07-18 10:48:20		
2020-07-20 23:03:16		
2020-07-20 23:08:16		
2020-07-20 23:13:16		
2020-07-20 23:18:16		
2020-07-20 23:23:16		
2020-07-20 23:28:16		
2020-07-20 23:33:16		
2020-07-20 23:38:16		
2020-07-20 23:43:16		
2020-07-20 23:48:16		
2020-07-20 23:53:16		
2020-07-20 23:58:16		
2020-07-21 00:03:16		
2020-07-21 00:08:16		
2020-07-21 00:13:16		
2020-07-21 00:18:16		
2020-07-21 00:23:16		
2020-07-21 00:28:16		
2020-07-21 00:33:16		
