	glucose	time_diff
2020-03-03 23:54:52		
2020-03-03 23:59:52		
2020-03-04 00:04:52		
2020-03-04 00:09:52		
2020-03-04 00:14:52		
2020-03-04 00:19:52		
2020-03-04 00:24:52		
2020-03-04 00:29:52		
2020-03-04 00:34:52		
2020-03-04 00:39:52		
2020-03-04 00:44:52		
2020-03-04 00:49:52		
2020-03-04 00:54:52		
2020-03-04 00:59:52		
2020-03-04 01:04:52		
